% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,ILITOTAL,NUM. OF PROVIDERS,OT,forecast_24,residuals_24,forecast_36,residuals_36,forecast_48,residuals_48,forecast_60,residuals_60
4.55159,4.43534,8195,16366,34284,1970,772974,,-15530.022655377397,,-19464.605746530695,,-28932.58782520052,,1146.8953537157504
4.46504,4.24215,8036,16516,34456,1961,812230,,38781.780153529486,,41431.76813322655,,27608.338159422157,,36766.46010564221
4.55124,4.39719,8172,17493,36567,1910,831600,,41236.518445460824,,39766.925857221126,,27324.17691808229,,41289.23850600212
4.0822,3.90256,7839,13718,31277,1908,801449,,2501.818091891473,,13510.814025629777,,-3899.350811081589,,21840.47430192493
3.38812,3.15073,6376,10496,24627,1860,781629,,-12237.231277891784,,-5499.334938324639,,-24900.869420524104,,-633.9873569966294
2.99142,2.72422,5691,8427,20377,1829,747993,,-31744.24924675096,,-35808.554288600455,,-42356.59785433195,,-26887.672826540074
2.61542,2.33336,5363,6702,17309,1823,741807,,-5249.6050597726135,,12580.885271416279,,-14306.78300157329,,9403.350268169772
2.09065,1.925,4400,5489,14031,1790,728883,,-14860.472125423024,,-7068.298710246221,,-20451.189033257426,,599.0623678679112
1.86146,1.75243,4189,5025,12957,1770,739375,,7680.744264831883,,11478.096885072999,,927.8129945889814,,14768.312982807634
1.61377,1.57704,3701,4557,11498,1723,729089,,5906.376141682384,,19916.43652060372,,-562.5802329102298,,18138.180851856014
1.42199,1.35766,3164,3562,9391,1681,691707,,-32487.215562846977,,-26420.957622545422,,-37558.83407514298,,-23232.778231643955
1.3382,1.31223,3139,3064,8695,1651,662612,,-32723.94563949702,,-25572.810340084834,,-39418.40891269676,,-32382.55033834919
1.19995,1.14937,2895,2673,7830,1612,681240,,15080.439862170606,,20270.69815974252,,12550.432735055336,,15275.463838112075
1.14889,1.11451,2532,2553,7307,1585,655627,,-18558.66537974868,,-16309.87992590235,,-16154.203762389603,,-8224.073244674713
1.12194,1.10984,2551,2595,7236,1556,651983,,-7651.168500096886,,-2097.668596619391,,-10020.103382221423,,-3150.0090228136396
1.06712,1.0524,2353,2280,6530,1516,620485,,-26832.235715407995,,-22500.793955633882,,-29016.539036289905,,-26841.228023797157
1.0505799999999998,1.03536,2213,2110,6072,1381,586460,,-42261.25765351602,,-42601.68463532964,,-42798.135305673,,-41444.433016602066
1.15203,1.1177700000000002,2249,1980,5946,1357,531954,,-46889.63227792492,,-45288.804399310146,,-47870.91653402406,,-46301.161242020666
0.970975,0.982949,2040,1760,5547,1296,564322,,13412.732178078615,,14955.871243067319,,8897.486812573043,,12049.827787271119
0.894683,0.925194,1812,1599,4989,1279,539238,,-9428.79774899478,,-11337.293540033861,,-7184.587907795329,,-10361.664945736527
0.843568,0.8355309999999999,1604,1422,4448,1251,532356,,-10855.39664482302,,-7635.077503376873,,-17971.906536674127,,-7114.062655415386
0.815409,0.832393,1472,1462,4218,1225,506732,,-27126.265482989722,,-25889.516236088355,,-30144.624635947403,,-33112.938424597494
0.823052,0.855591,1423,1269,4009,1211,468565,,-43632.06212016271,,-43839.5493941615,,-48101.3752925896,,-50746.8065000067
0.674635,0.7069489999999999,1255,1206,3721,1220,526346,,44078.83989225258,,43817.80565914896,,42364.37126028171,,31890.311455055955
0.631883,0.694387,1243,1184,3597,1203,518011,,8897.580559881928,,7334.203227770107,,11493.819986907241,,8904.605240019737
0.641513,0.687976,1251,1188,3538,1179,514262,,1110.149908479827,,4059.337055062235,,-653.1948299601208,,9120.047801300942
0.529813,0.6447430000000001,1088,1125,3202,1175,496632,,-16805.05911081389,,-18532.085821291897,,-17715.97790478001,,-17869.80952066969
0.644089,0.67533,1207,1223,3523,1175,521671,,18524.193672374007,,14220.670255118457,,15564.67092145572,,10026.659911425377
0.667718,0.72823,1342,1358,3874,1191,531975,,22011.486607317813,,22107.923489383946,,21922.40488113521,,20040.054775294848
0.7056680000000001,0.8065260000000001,1505,1600,4444,1195,551005,,20282.28365694289,,18432.53995894862,,20749.584733535186,,23499.7598585292
0.8041550000000001,0.860408,1528,1781,4717,1200,548228,,5430.648423690116,,1553.1257379694143,,4386.647979536327,,3763.6373187014833
0.907804,0.936075,1622,1809,4813,1184,514168,,-37024.10102182394,,-40701.10695791943,,-40423.19829337916,,-40935.13790525519
1.00555,0.966683,1788,2206,5567,1196,575887,,49516.45473361446,,45665.51433736703,,44647.894323527,,37708.6784713316
1.03601,0.996007,1816,2264,5822,1201,584534,,26671.558877735282,,22821.376305864076,,27043.751391251455,,27668.421953701647
1.0758299999999998,1.10846,2248,2514,6708,1213,605162,,24802.821625724668,,24141.807189760613,,21247.34868252778,,30487.740686501376
1.1609200000000002,1.20345,3106,3485,9365,1850,778182,,182261.0630230402,,178931.5126544768,,176080.45441263157,,180588.5288567855
1.19785,1.23777,3317,3667,9803,1883,791987,,-28350.164761037333,,-35347.87123355549,,-29179.608799910988,,-29872.71278972726
1.27926,1.25259,3324,3837,9958,1905,794995,,-3171.26995539607,,-14113.598117810907,,5446.434369554743,,-19595.68187667115
1.29194,1.30546,3453,4035,10298,1900,788840,,-13096.236534923664,,-15107.254776915186,,-8358.775785966543,,-4941.041963592288
1.42824,1.45295,3634,4658,11396,1925,784334,,-4333.518866729806,,-5799.0164792914875,,-2489.3734005178558,,644.1296664357651
1.39803,1.44089,3949,4348,11496,1946,797839,,6084.740065382095,,6783.714686907479,,10162.530079383636,,12187.242946553626
1.45831,1.46221,3923,4361,11721,1900,801594,,5381.431301734177,,5866.929364428623,,10842.017680024845,,16326.482735464815
1.56548,1.65573,4125,3340,10377,1918,626731,,-168934.6063390706,,-169913.10715055547,,-163419.5705731857,,-153076.87183447857
1.34313,1.46606,4237,3955,11479,1904,782984,,86691.74153478758,,86781.89271931897,,79141.30050154694,,72244.01097012265
1.48139,1.51811,3995,4040,11187,1898,736905,,-3911.5071101074573,,-11220.199162703007,,12846.408735009143,,6677.182846293552
1.63398,1.66429,4579,4097,12137,1872,729258,,-18571.958970260806,,-6826.6939030021895,,-23186.159286682727,,16311.423665099428
1.83126,1.85274,5016,3535,11958,1851,645424,,-84119.27905925491,,-79125.18928447191,,-83022.10277068429,,-74541.11953782046
2.10451,2.12413,5243,3184,12356,1821,581697,,-100361.75314097141,,-108485.89698021964,,-103656.59050697146,,-94677.64878438436
1.73625,1.76709,4514,3393,11992,1891,678631,,61605.07237468765,,57479.34499191132,,65088.28294288204,,54976.28633314103
1.55066,1.5434,4059,3636,11543,1883,747894,,71765.01125426416,,71095.70969512884,,74122.87108202546,,80539.96565160342
1.62891,1.64762,4364,4030,11939,1887,724623,,13645.808150726836,,29675.748539427528,,7402.953096913057,,42635.64058638923
1.7603799999999998,1.6843,4766,4802,13209,1891,784244,,56355.26718639955,,66887.21556356258,,49650.49061555404,,81041.15009582543
1.92728,1.86354,5218,5336,14448,1885,775298,,3489.3886447758414,,211.4621648119064,,5044.8368708780035,,27280.781050464953
1.91994,1.86408,5028,5555,14624,1875,784516,,5444.113970344304,,4224.38267477823,,819.1418438040419,,30257.247019895236
2.09951,2.01839,5277,5994,15929,1884,789193,,2112.840135863051,,-2169.7501435837476,,-3452.468854141538,,8670.062566276523
2.23973,2.10385,5246,5990,16137,1853,767022,,-17277.072504444513,,-12354.177464416833,,-25033.48622302839,,-10013.75949240278
2.21921,2.09555,5219,6239,16518,1826,788242,,13069.962383258739,,14440.200486113084,,7079.089645001921,,15353.180312188924
2.16693,2.10398,4811,6493,15763,1816,749198,,-29900.260716917808,,-28058.24849025521,,-35641.42319808202,,-23283.202575994073
2.38913,2.2941,5175,6768,17150,1819,747570,,-14811.465942438575,,-13855.771829406614,,-28793.107750700903,,-17136.207023587194
1.96466,1.92223,4422,5683,14524,1780,755579,,11539.919294181745,,19635.688220045762,,9631.942417777493,,9977.84639856231
1.84229,1.74239,3807,5256,13017,1753,747079,,-5315.2449096625205,,-8917.849330459954,,-12245.295917823678,,-4165.824515011511
1.68674,1.6760099999999998,3582,4631,11930,1729,711808,,-26099.74821520818,,-16761.987395760138,,-34232.75869556691,,-20987.0671321681
1.53136,1.49637,3253,4059,10732,1707,717202,,2343.6647442850517,,11683.907470883918,,-1167.0933838495985,,318.6288078461075
1.37912,1.38202,3001,4020,10123,1699,732480,,20749.28302086587,,22966.4181982741,,19825.12093843054,,20199.49755123316
1.29515,1.28926,2638,3802,9370,1675,726772,,3430.4879146267194,,9175.773819450289,,3491.063903983915,,12466.607470426941
1.39521,1.3580299999999998,2509,3671,8999,1564,662649,,-58828.12216085615,,-52956.39118462859,,-58129.572828117874,,-55006.10101493634
1.32522,1.30833,2524,3468,8576,1546,655492,,-8162.758784776786,,-3506.6825127768097,,-10044.525198329124,,-13551.108754953253
1.23059,1.26692,2465,3087,8062,1503,636347,,-21580.243629005738,,-21504.344995712512,,-20153.229131848784,,-22336.637522088713
1.2302799999999998,1.27731,2545,3011,7878,1415,616765,,-19240.91302921332,,-19868.618470839923,,-16838.768345546327,,-18020.947539923945
1.2687700000000002,1.2991,2480,2601,7153,1409,550614,,-60485.967255781754,,-59376.11754603882,,-60854.01914546639,,-55083.087056866614
1.10782,1.16297,2336,2352,6765,1365,581700,,2021.6518613027874,,402.3165333236102,,-2190.667116907658,,-3198.1227051396854
1.09559,1.08612,2231,2024,6133,1289,564670,,-4422.824555231025,,-6582.1050763210515,,-2189.9613953519147,,-8651.539103353745
1.11031,1.0568,2259,1974,6048,1295,572296,,14288.090679298504,,18218.302817007992,,9731.129558765097,,26765.713882107986
1.10616,1.07871,2168,1850,5786,1260,536380,,-38627.76201668347,,-37288.16479634121,,-42524.8802533159,,-32348.336630658014
1.10816,1.04662,1911,1706,5291,1271,505533,,-41797.32322177559,,-44482.80044978019,,-47874.407024529995,,-49405.27773826546
0.999444,0.928152,1913,1751,5185,1240,558637,,33215.762420924264,,31226.968543060473,,26978.98933654907,,17016.865485904156
0.924199,0.901936,1818,1640,4931,1223,546713,,11031.383397798403,,11750.227950241999,,9874.586961754714,,13306.16549555643
0.949257,0.915356,1752,1721,5103,1250,557488,,10749.563777561882,,12402.559853752027,,6341.0647807000205,,20573.61663199938
0.978903,0.952548,1728,1706,5159,1240,541600,,-16689.743304357282,,-16943.95647939376,,-21412.2401579594,,-23547.675952058868
0.925024,0.916661,1660,1718,5026,1248,548294,,2651.5691982826684,,1509.845294867875,,-1553.053847018513,,-7678.935339907999
0.848456,0.901787,1721,1755,5051,1238,560110,,10106.348413029686,,7834.599753737217,,7348.602494943421,,2323.1854306865716
1.04451,1.03315,2098,2128,6141,1238,594395,,41860.288945372566,,40398.29251962062,,39415.881484666024,,40298.54784345953
1.0986,1.05238,1958,2335,6318,1238,600354,,20269.28086744761,,20558.711912674247,,19597.65059474879,,28770.769963243976
1.22071,1.12713,1886,2294,6296,1242,558585,,-45046.29325355252,,-49029.59453667863,,-48985.282846781425,,-45575.925445140805
1.24976,1.1866,2176,2870,7382,1252,622114,,48027.73068791488,,45980.39468077291,,39017.21347262664,,28950.48905317532
1.22892,1.21415,2295,2972,7656,1268,630563,,29304.85527175595,,26053.667918441584,,28049.3683043716,,23583.945855783764
1.29393,1.25198,2421,2867,7807,1248,623572,,-5087.201537734945,,-7250.666996017564,,-9898.227926067426,,-429.4309798772447
1.23034,1.20559,2773,3691,9395,1932,779285,,155665.32007173228,,152228.0887959844,,149108.5705813059,,148123.2716476326
1.3278,1.31929,2960,4007,10158,1940,769959,,-67964.79929984373,,-73941.75227346073,,-72441.49883041868,,-84580.90245643596
1.33995,1.3273700000000002,3202,4233,10585,1968,797444,,23092.090538832126,,17948.003361452487,,35773.95680769929,,-6110.809417801909
1.37842,1.36688,3346,4268,10913,1958,798388,,3469.5531837056624,,3938.2623433464905,,15176.429911458632,,17657.937112162355
1.50085,1.50535,3326,4422,11061,1929,734781,,-59460.19805931859,,-60332.978426578455,,-49927.78111244016,,-43283.99014638737
1.65163,1.61273,3733,5145,12674,1974,785871,,29560.50106024416,,30350.38397806266,,35234.77110157395,,31306.49806614674
1.7674599999999998,1.75208,4034,5526,13623,1966,777534,,771.194409104879,,2540.001658068155,,12117.31920661591,,10619.159395279363
2.30609,2.33365,4651,5387,14650,1968,627772,,-151363.86313201522,,-150145.01100541733,,-142846.24955794576,,-132591.47036193055
2.16324,2.2268,5102,7018,18521,2006,831730,,151011.74585464667,,151144.73928681586,,154685.93818661745,,136808.56285037985
2.83038,2.97657,6486,10857,24877,2006,835762,,50712.920343691134,,46079.76379221084,,77394.88856387546,,70634.93790379248
3.43761,3.62552,7446,12945,29432,1977,811800,,-8463.882502810797,,1802.4902867010096,,-16744.66893605073,,37951.918304042774
4.305540000000001,4.5532,8546,13971,34332,1908,754019,,-68405.07284814841,,-71369.70062385453,,-64101.378837114666,,-63856.81657398015
6.06082,6.025980000000001,9709,11391,36588,1905,607171,,-138774.70664889226,,-143347.03897755733,,-140687.00700572692,,-160929.29900439992
4.64931,4.96368,8444,9108,34103,1982,687051,,51151.612756404094,,60117.32298837602,,62372.905254085665,,211.61496260249987
4.32584,4.69072,8297,13424,39896,1995,850531,,121232.19420590659,,102204.78897296451,,134418.84241357783,,78864.13640969759
4.5111300000000005,4.7047300000000005,8633,15992,39441,2008,838326,,40953.570157076116,,57735.354982232326,,30136.59780844371,,50769.493071504054
4.2171,4.1646,7441,13439,32426,1978,778610,,-66716.85371134419,,-51179.807868258795,,-98371.84372550645,,-48145.329760229564
3.78956,3.69533,6609,12653,29808,1963,806640,,11228.79868019931,,-3752.1068979143165,,2811.1364456395386,,-2294.7241408716654
3.29206,3.2363,5757,10816,24987,1931,772086,,-11218.873675784795,,-12431.357638455927,,-17755.48520305741,,-13201.439094690722
3.0197,2.89421,5289,9395,22321,1926,771229,,8437.467422850896,,15554.352205333882,,-5131.425685704104,,12215.243584191543
2.71499,2.71742,5099,8415,20519,1940,755092,,-6335.083703545155,,2552.6745244540507,,-3891.2234150030417,,3095.1264561200514
2.4845,2.52297,4633,7981,19231,1893,762238,,6286.237919802428,,13780.89329895738,,7825.275227247621,,14310.970327457879
2.57808,2.55227,4791,7709,18829,1884,737736,,-12078.124601330608,,-7343.290053874254,,-7282.087836058694,,-6126.852827522089
2.39237,2.43225,4480,7065,17392,1846,715059,,-22008.180907690316,,-11174.118656567764,,-21498.494457435212,,-9544.030570542323
2.06778,2.10851,3957,6095,15254,1825,723449,,2532.24182022491,,1794.1341739092022,,7532.453006095369,,4351.552070525591
1.90281,1.94725,3830,5204,13714,1811,704276,,-10119.57974067831,,-6806.844768353971,,-8444.28105878376,,-3592.7904326204443
1.6590200000000002,1.74859,3516,4299,12273,1769,701881,,-534.5222863451345,,7000.441544250934,,1014.5882812428754,,11542.691494778846
1.43006,1.4971299999999998,3110,3929,10818,1742,722583,,25202.64397043304,,28614.69384394423,,32735.361095659435,,34201.42744245031
1.27757,1.32313,2707,3509,9188,1732,694415,,-15538.757933497196,,-11346.354802586953,,-15326.460708711296,,-2211.8191371290013
1.19009,1.2264700000000002,2588,3364,8589,1711,700300,,-1749.2817976323422,,3727.783077693428,,-2200.4403085914673,,6344.205780133838
1.09556,1.19614,2439,3142,7986,1675,667648,,-25218.881600490422,,-22036.794986159075,,-21195.74870269827,,-20551.802515833522
1.08589,1.19049,2422,2877,7704,1630,647130,,-24113.725636241958,,-22446.166229916154,,-21233.86347007868,,-20214.684467705316
1.07343,1.17426,2431,2583,7317,1582,623114,,-23091.73688342562,,-20761.701483110548,,-18188.905333496397,,-21652.190167653025
1.0167700000000002,1.13342,2230,2219,6589,1489,581338,,-44586.62523298513,,-43574.31900717027,,-40182.09569668374,,-39105.631172652356
1.04847,1.14306,2109,2094,6190,1486,541528,,-44164.81829829654,,-43938.33823537838,,-40535.215263333055,,-42065.40428765572
0.920349,1.00881,1983,1779,5638,1421,558875,,-67.98619830736425,,1443.5229358690558,,-263.1958941067569,,-3997.8308504936285
0.920779,1.02358,1969,1713,5539,1419,541138,,-4865.0157033724245,,-3806.548268222017,,1528.0173075221246,,-697.1524156673113
0.904333,1.00138,1877,1766,5474,1405,546643,,879.9182786280289,,3986.856161663891,,1514.5378188734176,,11107.197919501923
0.83057,0.909498,1703,1581,4915,1389,540408,,-5773.389063118142,,-5558.06836379657,,-2595.8686141858343,,-4863.557279848144
0.8628370000000001,0.950042,1594,1489,4506,1357,474295,,-66899.20443444094,,-66653.37035567057,,-66151.60923000169,,-63901.0707079171
0.732182,0.829299,1576,1491,4510,1362,543833,,48436.92114033841,,48138.953501472366,,47239.87860878324,,40537.4296351088
0.724558,0.802109,1432,1405,4186,1341,521874,,297.9000627594651,,-171.44329142943025,,8267.368550062412,,5858.819386603194
0.740848,0.806333,1416,1464,4233,1325,524969,,1758.4322793649044,,4411.644126124331,,2427.592097192828,,14590.76118597656
0.726037,0.796937,1216,1284,3886,1290,487617,,-34536.61777704966,,-33469.13444326108,,-31457.596950709587,,-33218.947203142394
0.7556390000000001,0.7791359999999999,1367,1338,4075,1299,523015,,27029.796781348006,,25269.67774594325,,28471.424709949177,,21900.728227788815
0.761847,0.797653,1364,1366,4168,1276,522533,,11656.512440250837,,12502.50372757815,,15661.832776232739,,15663.229046052962
0.779896,0.825485,1331,1561,4317,1265,522965,,3463.922465961019,,2471.101050023106,,8476.962095225113,,13003.259891791211
0.8991379999999999,0.935469,1499,1814,5053,1260,540157,,19133.15515400702,,17867.960385415936,,19730.384102358134,,19565.023036361672
0.999524,1.04345,1681,2035,5626,1317,539175,,9912.406010144507,,9540.12801539048,,12609.421589480131,,11156.913755884743
1.0558,1.09107,1926,2437,6374,1307,584196,,35117.93339393474,,32568.450624200865,,35494.51400454866,,32461.44220070797
1.0967,1.20108,2175,2683,7110,1290,591969,,24566.34426916053,,20296.658801905112,,28159.320927522145,,27037.451402700623
1.24709,1.26179,2393,2963,7963,1364,631088,,48008.78972627781,,45767.52755572426,,48057.29719177517,,57614.199443283025
1.15746,1.13249,2974,3769,9677,1960,854487,,224314.83097452286,,221142.57571159897,,222178.57979899703,,226343.59528265893
1.27184,1.21121,3276,3925,10420,1990,860298,,-9568.854141135234,,-14001.171300328919,,-7329.579120352981,,-448.97908161673695
1.31623,1.25682,3483,3880,10658,2018,848016,,-12309.054652283434,,-17521.149214198813,,-831.104799768771,,-12168.19761708402
1.37444,1.37097,3930,4484,12036,2027,877917,,16480.682620852604,,12561.843927922077,,23404.128743700683,,22395.88736144046
1.46781,1.42956,4045,4642,12502,2028,874537,,6533.115600617137,,1658.2641215831973,,13192.107536039082,,16447.06802733289
1.5834,1.53588,4434,5062,13498,2017,878845,,-1591.9733340090606,,-1420.6742640783777,,5056.341536070686,,13997.619128647842
1.60253,1.60267,4643,5000,13927,2054,868987,,-7714.150345198577,,-7981.074694896,,-5523.890376682975,,3980.984311784501
1.72344,1.7326700000000002,4835,5579,15168,2012,875411,,-6757.604198300862,,-9439.899705143296,,-3615.6496608223533,,1134.5915472491179
2.11076,2.09858,4937,4313,13975,2042,665926,,-203091.9468964918,,-203800.64352339832,,-200928.5110090949,,-198073.61143448076
2.1708,2.21374,5549,6579,18920,2055,854664,,105327.90711605607,,106052.13742170262,,98334.02189817675,,77054.02566247934
2.36971,2.4167400000000003,5501,7046,19398,2054,802651,,-6312.800226356252,,-9153.683970959508,,17472.64656124951,,-5723.91182543803
3.15997,3.03071,6555,8406,24697,2009,814891,,673.0483513408108,,10881.731930006295,,-5954.991715844371,,25414.75607001013
4.59053,4.38724,7814,7485,26988,2007,615148,,-187312.06095664622,,-175533.60323808214,,-171163.15257989708,,-184489.24263583613
4.28195,4.2112,7488,6726,28654,2033,680424,,4884.585531424615,,5300.079959807801,,6103.123913604184,,-34961.42234933027
3.5628800000000003,3.46492,6233,7881,28147,2059,812343,,102914.06829115318,,88838.3304074062,,135751.58778776124,,62049.71371424955
3.36378,3.3169800000000005,6007,9517,28370,2049,855297,,70013.1398923921,,74480.31829917163,,61412.876127761905,,73470.6099377214
3.39659,3.2407,5878,8858,25502,2062,786928,,-39300.94732167141,,-16782.666253505857,,-44872.098327347194,,-18984.245845398284
3.11922,2.88598,5133,8714,23484,2051,813726,,6107.402950689197,,5620.509519449901,,-732.7896091595758,,331.7287938572699
2.83572,2.6217200000000003,4729,7711,21085,2051,804244,,-8101.449505270692,,-18113.111723451642,,485.63742205360904,,-16575.126114429208
2.48484,2.3406700000000003,4210,6717,18195,2018,777340,,-16793.26209530933,,-10318.264867168618,,-14056.1793842786,,-11827.425307324505
2.2741,2.12059,4250,6121,17234,2025,812700,,34822.63670921896,,35144.54827572114,,39775.563372802455,,36242.02352708555
2.0724400000000003,1.91094,3953,5875,15914,1978,832786,,35334.95915214741,,41656.230022905394,,49736.33009266388,,55314.83800563647
1.98207,1.9023,3775,5575,15044,1944,790831,,-27498.232320871204,,-25821.996298481128,,-18964.28520291124,,-3594.387486243504
1.82441,1.76619,3616,5022,14024,1904,794024,,-118.23314527818002,,5001.722087749396,,5302.814600812271,,8090.905410678242
1.82036,1.85791,3798,5611,14926,1922,803374,,19090.322626346955,,19527.116951048025,,26315.640134634334,,20572.830181606812
1.75391,1.82094,3523,5812,14661,1887,805133,,6594.583816179889,,9566.568883867469,,13168.784826566,,15679.555565133458
1.74542,1.83453,3582,5659,14637,1866,797863,,-1191.3851410362404,,95.07604230917059,,5415.736687121331,,-35.64426657918375
1.6723599999999998,1.75446,3574,5587,14206,1845,809707,,22606.02773966815,,27132.797978387214,,27221.90969625034,,24953.072720244527
1.51659,1.51636,3130,4279,11723,1810,773101,,-28174.02281851787,,-29073.152614021557,,-23288.72322496446,,-21229.94075590151
1.4477799999999998,1.40334,2846,3770,10814,1771,770592,,-9916.658410462085,,-9838.21815370873,,-5813.013587566558,,-6636.337992972811
1.29028,1.2593,2501,3591,9648,1746,766139,,2682.137627804652,,5266.454647534178,,9153.365775975282,,2657.531488068984
1.37388,1.32482,2789,3615,9775,1714,737834,,-25990.407093242393,,-23038.04911807028,,-23444.5153702948,,-23112.534382069134
1.34208,1.27576,2544,3256,9033,1660,708049,,-31465.46851539961,,-27876.89771938522,,-27330.997114402242,,-26863.213726415415
1.34563,1.29483,2733,3068,8797,1570,679395,,-38616.209988408955,,-42165.18350567855,,-31456.892304222914,,-41018.666404366726
1.21291,1.2261,2528,2459,7658,1554,624582,,-49196.30990827072,,-48280.82093064592,,-48106.99282908265,,-47047.28121141379
1.19291,1.1453799999999998,2383,2349,7229,1461,631143,,-18760.760110075236,,-22435.785634096246,,-17251.279963627225,,-22361.911792131606
1.14146,1.0678,2227,2181,6783,1461,635233,,17139.405361154,,17623.819500624784,,19484.246014223085,,15879.261147694197
1.06503,1.07269,2159,2009,6369,1392,593740,,-41828.05156640324,,-37583.96839060914,,-41613.352032715105,,-30800.592814211617
1.12669,1.01298,2049,1917,6038,1411,596063,,-1481.348934656009,,-1404.3148215743713,,-4566.2674779338995,,-6900.13826297503
0.947353,0.994705,1865,1688,5352,1388,538049,,-66751.86745898344,,-67617.46677507786,,-67876.15483197803,,-69739.77835629543
0.944187,0.880862,1758,1623,5295,1394,601116,,42842.0605581922,,40783.10737425822,,40533.263055245625,,28631.436726182234
0.934822,0.858173,1582,1621,5083,1376,592305,,11372.017104762723,,12857.414627716993,,16333.773637773469,,12765.94916979014
0.8173600000000001,0.8051520000000001,1455,1450,4765,1372,591814,,805.6966188668739,,5255.502486028592,,1589.0485426887171,,10371.086501644575
0.852792,0.8187810000000001,1450,1655,4942,1378,603580,,13259.636581661063,,13850.41489311785,,14453.544467460131,,8657.340812019189
0.7469939999999999,0.7837350000000001,1460,1528,4744,1382,605307,,7150.068632293609,,6017.458174164523,,7836.235096329241,,4641.606568489107
0.7610979999999999,0.8487030000000001,1528,1631,4980,1369,586778,,-18411.055821929243,,-18938.16964060231,,-14750.588665476884,,-18856.22535373422
0.7676270000000001,0.8341459999999999,1569,1813,5305,1371,635980,,46337.71097999206,,43309.52559656731,,47222.26172972459,,39643.600482743466
0.862176,0.905981,1684,2184,5799,1353,640080,,21416.807017764775,,20285.69347209693,,26501.78615409159,,24077.201566875912
0.984907,1.04506,1753,2258,6050,1352,578913,,-53582.15400267637,,-53515.79966442648,,-54075.10675279377,,-46619.29998678889
1.16287,1.16816,2300,3316,8130,1401,695966,,92697.10041647346,,88977.18256285414,,90400.5367743877,,78026.76415178855
1.22731,1.27649,2535,3650,8888,1405,696282,,35383.97344973311,,31288.666605611914,,40239.35149383405,,38113.52877126215
1.2071,1.29758,2522,3447,8874,1407,683887,,-10537.368086028728,,-12536.005077541806,,-11355.710270028445,,3899.3638742411276
1.16191,1.20612,2958,3994,10150,1937,841540,,153528.8830622438,,147620.13049184775,,148568.2940513488,,140494.27002277423
1.30905,1.32485,3055,4437,10977,1960,828544,,-40518.85331386025,,-45472.55182970944,,-43065.46630451153,,-49306.052083915565
1.3707200000000002,1.41192,3442,4728,11941,2000,845727,,7183.160893318593,,3587.1343793853885,,18730.892286342336,,-8833.949300532811
1.43373,1.42547,3455,4955,12292,2008,862314,,16519.208658036543,,17248.14044280909,,26471.78029833513,,21019.889863523887
1.42791,1.43909,3632,5102,12313,2053,855608,,-2335.7571038388414,,-6213.016032952,,5919.403088361374,,6228.891168843606
1.61605,1.61532,4277,5799,13853,2058,857601,,-7565.125456955633,,-5761.8554431925295,,-1991.3655581062194,,3004.0117908456596
1.65976,1.6647299999999998,4424,5816,14062,1997,844700,,-14194.820468692342,,-16372.914354816312,,-5799.320017989725,,-283.1637213351205
2.05459,2.0058,4740,7322,16674,2058,831289,,-14196.21282470983,,-18058.16874174378,,-6351.1525285688695,,2773.9099738114746
2.53541,2.62227,5432,6848,17602,2067,671251,,-176121.89552076254,,-174386.75447058654,,-175515.27310417988,,-170090.8943520676
2.54253,2.6074900000000003,6185,9106,22905,2097,878430,,153339.12531899707,,154785.41409524623,,155312.6500249824,,123718.29129825102
3.60563,3.4178,7424,13050,29172,2069,853532,,22820.767058514408,,17880.442176687997,,48528.22529320838,,44289.33907319419
4.90976,4.46555,9270,16418,37382,2016,837119,,-17224.96116822411,,-4377.134905774845,,-26630.679519229103,,32393.720936225727
5.98221,6.11497,10363,13951,40533,1984,662849,,-183779.92195200687,,-180102.23518361105,,-173585.42594646593,,-167735.0825041075
5.47421,5.3097900000000005,9732,9406,36891,1983,694773,,19884.483597097686,,14162.071836502524,,29440.92591068626,,-46625.387421215884
4.2137400000000005,4.0789800000000005,7160,9589,31483,1958,771835,,51195.62975420151,,39755.61507476028,,59677.49204844341,,9671.083216895233
4.21022,3.93762,7044,11966,31204,1971,792459,,13205.954335317248,,10310.676878033788,,-7494.36709601304,,12822.486338289222
4.25968,4.15076,7840,13949,33221,1966,800359,,24320.824447194464,,57878.76304762659,,2897.0254393075593,,45621.12951578363
3.97761,3.87899,7118,13159,30621,1955,789407,,-3607.7798574798508,,-3479.160954972147,,-10268.686438701698,,9254.529901232105
3.634430000000001,3.45794,6656,12093,28151,1950,814097,,25530.103066286305,,14069.725238797488,,14673.873950146837,,19185.41807753069
3.26527,3.06359,6429,10328,25218,1917,823153,,31602.84430044575,,36432.02606404666,,21410.290330523974,,38315.02395301883
2.93083,2.82646,5537,8164,21109,1907,746836,,-58333.56655104493,,-50919.626677999506,,-61444.56668777892,,-33590.31993582263
2.54474,2.3599,4823,7280,19178,1934,812660,,47037.44129299675,,49269.579288681154,,40264.96659860015,,42213.404989278875
2.47227,2.33472,4639,7116,18441,1912,789858,,-4776.450428561075,,4877.7868758189725,,-1894.5232939185807,,-4075.1331245123874
2.35665,2.21286,4710,6748,17833,1907,805881,,23578.594705513213,,37208.470594135695,,20580.31635966443,,33937.29157028033
2.17008,2.07619,4559,6084,16695,1883,804117,,4015.3867926661624,,9562.540275400388,,8784.24709880387,,14493.50367376965
